Symbol,Metric,PrevDay,PrevDay2,PrevLastHr,DelivPct,DelivPctPrev,Open,dTC,dBC,wTC,wBC,09:20,09:30,09:50,10:10,10:20,10:30,10:50,11:00,11:10,11:20,11:40,12:00,12:20,12:30,12:50,13:00,13:20,13:30,13:50,14:00,14:20,14:30
ITC,PRICE,259.85,259.3,,,,,259.79,259.67,265.68,264.63,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0
ITC,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC,CASH VOL,11116049,17541602,2390311,58.39,59.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC,F&O VOL,65317,71584,,,,,,,,,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317,65317
ITC,F&O OI,206181,206181,,,,,,,,,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828,205828
ITC,CALL VOL,32213,33520,,,,,,,,,32213,32213,32213,32213,32213,32213,32213,32213,32213,32213,32213,32213,32213,32213,32213,32213,32213,32213,32213,,32213,32213
ITC,CALL OI,27248,27248,,,,,,,,,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,27482,,27482,27482
ITC,PUT VOL,17887,20180,,,,,,,,,17887,17887,17887,17887,17887,17887,17887,17887,17887,17887,17887,17887,17887,17887,17887,17887,17887,17887,17887,,17887,17887
ITC,PUT OI,22399,22399,,,,,,,,,22843,22843,22843,22843,22843,22843,22843,22843,22843,22843,22843,22843,22843,22843,22843,22843,22843,22843,22843,,22843,22843
JINDALSTEL,PRICE,1120.5,1137.0,,,,,1110.33,1090.0,1160.93,1152.8,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0
JINDALSTEL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSTEL,CASH VOL,549857,554299,93285,25.46,55.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSTEL,F&O VOL,23715,6824,,,,,,,,,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715,23715
JINDALSTEL,F&O OI,39101,39101,,,,,,,,,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202,38202
JINDALSTEL,CALL VOL,7740,2786,,,,,,,,,7740,7740,7740,7740,7740,7740,7740,7740,7740,7740,7740,7740,7740,7740,,7740,7740,7740,7740,,7740,7740
JINDALSTEL,CALL OI,4569,4569,,,,,,,,,4863,4863,4863,4863,4863,4863,4863,4863,4863,4863,4863,4863,4863,4863,,4863,4863,4863,4863,,4863,4863
JINDALSTEL,PUT VOL,6302,1273,,,,,,,,,6302,6302,6302,6302,6302,6302,6302,6302,6302,6302,6302,6302,6302,6302,,6302,6302,6302,6302,,6302,6302
JINDALSTEL,PUT OI,6033,6033,,,,,,,,,5849,5849,5849,5849,5849,5849,5849,5849,5849,5849,5849,5849,5849,5849,,5849,5849,5849,5849,,5849,5849
JIOFIN,PRICE,229.9,230.25,,,,,229.57,228.91,238.49,236.47,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0
JIOFIN,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIOFIN,CASH VOL,22102551,8980169,6961702,50.88,51.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIOFIN,F&O VOL,85228,34368,,,,,,,,,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228,85228
JIOFIN,F&O OI,179180,179180,,,,,,,,,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235,182235
JIOFIN,CALL VOL,33915,12304,,,,,,,,,33915,33915,33915,33915,33915,,33915,33915,33915,33915,33915,33915,33915,33915,,33915,33915,33915,33915,,33915,33915
JIOFIN,CALL OI,16941,16941,,,,,,,,,17745,17745,17745,17745,17745,,17745,17745,17745,17745,17745,17745,17745,17745,,17745,17745,17745,17745,,17745,17745
JIOFIN,PUT VOL,23242,6253,,,,,,,,,23242,23242,23242,23242,23242,,23242,23242,23242,23242,23242,23242,23242,23242,,23242,23242,23242,23242,,23242,23242
JIOFIN,PUT OI,16476,16476,,,,,,,,,17572,17572,17572,17572,17572,,17572,17572,17572,17572,17572,17572,17572,17572,,17572,17572,17572,17572,,17572,17572
JSWENERGY,PRICE,526.45,530.45,,,,,525.92,524.88,536.1,528.6,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0
JSWENERGY,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWENERGY,CASH VOL,583365,973912,214017,51.97,58.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWENERGY,F&O VOL,5901,6546,,,,,,,,,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901,5901
JSWENERGY,F&O OI,35697,35697,,,,,,,,,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773,35773
JSWENERGY,CALL VOL,3519,4011,,,,,,,,,3519,3519,3519,3519,3519,,3519,3519,3519,3519,3519,3519,3519,3519,,3519,3519,3519,3519,,3519,3519
JSWENERGY,CALL OI,5026,5026,,,,,,,,,5348,5348,5348,5348,5348,,5348,5348,5348,5348,5348,5348,5348,5348,,5348,5348,5348,5348,,5348,5348
JSWENERGY,PUT VOL,747,1107,,,,,,,,,747,747,747,747,747,,747,747,747,747,747,747,747,747,,747,747,747,747,,747,747
JSWENERGY,PUT OI,2674,2674,,,,,,,,,2687,2687,2687,2687,2687,,2687,2687,2687,2687,2687,2687,2687,2687,,2687,2687,2687,2687,,2687,2687
JSWSTEEL,PRICE,1265.0,1304.0,,,,,1275.95,1268.65,1321.12,1313.35,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0
JSWSTEEL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWSTEEL,CASH VOL,1580944,1102536,314385,53.87,59.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWSTEEL,F&O VOL,22787,13159,,,,,,,,,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787,22787
JSWSTEEL,F&O OI,79824,79824,,,,,,,,,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216,81216
JSWSTEEL,CALL VOL,10100,5057,,,,,,,,,10100,10100,10100,10100,10100,,10100,10100,,10100,10100,10100,10100,10100,,10100,10100,10100,10100,,10100,10100
JSWSTEEL,CALL OI,6883,6883,,,,,,,,,8027,8027,8027,8027,8027,,8027,8027,,8027,8027,8027,8027,8027,,8027,8027,8027,8027,,8027,8027
JSWSTEEL,PUT VOL,7749,2866,,,,,,,,,7749,7749,7749,7749,7749,,7749,7749,,7749,7749,7749,7749,7749,,7749,7749,7749,7749,,7749,7749
JSWSTEEL,PUT OI,7918,7918,,,,,,,,,8206,8206,8206,8206,8206,,8206,8206,,8206,8206,8206,8206,8206,,8206,8206,8206,8206,,8206,8206
JUBLFOOD,PRICE,470.25,473.8,,,,,469.92,469.25,482.7,482.7,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0
JUBLFOOD,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLFOOD,CASH VOL,354487,962855,86222,33.96,34.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLFOOD,F&O VOL,5061,7037,,,,,,,,,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061
JUBLFOOD,F&O OI,29547,29547,,,,,,,,,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701,29701
JUBLFOOD,CALL VOL,1435,2616,,,,,,,,,1435,1435,1435,1435,1435,,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,,1435,1435
JUBLFOOD,CALL OI,971,971,,,,,,,,,1070,1070,1070,1070,1070,,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,,1070,1070
JUBLFOOD,PUT VOL,1250,1740,,,,,,,,,1250,1250,1250,1250,1250,,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,,1250,1250
JUBLFOOD,PUT OI,1633,1633,,,,,,,,,1649,1649,1649,1649,1649,,1649,1649,1649,1649,1649,1649,1649,1649,1649,1649,1649,1649,1649,,1649,1649
KALYANKJIL,PRICE,601.15,615.2,,,,,600.61,599.52,592.77,580.73,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0
KALYANKJIL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALYANKJIL,CASH VOL,6340796,6066311,927699,26.72,23.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALYANKJIL,F&O VOL,45246,33160,,,,,,,,,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246,45246
KALYANKJIL,F&O OI,56585,56585,,,,,,,,,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979,55979
KALYANKJIL,CALL VOL,14509,11587,,,,,,,,,14509,14509,14509,14509,14509,,14509,14509,,14509,14509,14509,14509,14509,14509,14509,14509,14509,14509,,14509,14509
KALYANKJIL,CALL OI,10368,10368,,,,,,,,,10446,10446,10446,10446,10446,,10446,10446,,10446,10446,10446,10446,10446,10446,10446,10446,10446,10446,,10446,10446
KALYANKJIL,PUT VOL,9367,7123,,,,,,,,,9367,9367,9367,9367,9367,,9367,9367,,9367,9367,9367,9367,9367,9367,9367,9367,9367,9367,,9367,9367
KALYANKJIL,PUT OI,6973,6973,,,,,,,,,6606,6606,6606,6606,6606,,6606,6606,,6606,6606,6606,6606,6606,6606,6606,6606,6606,6606,,6606,6606
KAYNES,PRICE,3505.0,3499.0,,,,,3500.57,3491.7,3577.65,3536.95,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0,3505.0
KAYNES,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAYNES,CASH VOL,555805,848357,116681,26.48,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAYNES,F&O VOL,1068,1070,,,,,,,,,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068
KAYNES,F&O OI,53562,53562,,,,,,,,,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999,52999
KAYNES,CALL VOL,71,91,,,,,,,,,71,71,71,71,71,,71,71,,71,71,71,71,71,,71,71,71,71,,71,71
KAYNES,CALL OI,4081,4081,,,,,,,,,4064,4064,4064,4064,4064,,4064,4064,,4064,4064,4064,4064,4064,,4064,4064,4064,4064,,4064,4064
KAYNES,PUT VOL,55,37,,,,,,,,,55,55,55,55,55,,55,55,,55,55,55,55,55,,55,55,55,55,,55,55
KAYNES,PUT OI,5491,5491,,,,,,,,,5454,5454,5454,5454,5454,,5454,5454,,5454,5454,5454,5454,5454,,5454,5454,5454,5454,,5454,5454
KEI,PRICE,4578.0,4640.0,,,,,4559.67,4523.0,5100.0,4933.33,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0,4578.0
KEI,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEI,CASH VOL,1138228,999943,176009,49.83,57.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEI,F&O VOL,62204,28937,,,,,,,,,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204,62204
KEI,F&O OI,50896,50896,,,,,,,,,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275,54275
KEI,CALL VOL,26679,12129,,,,,,,,,26679,26679,26679,26679,26679,,26679,26679,,26679,26679,26679,26679,26679,,26679,26679,26679,26679,,26679,26679
KEI,CALL OI,11424,11424,,,,,,,,,12844,12844,12844,12844,12844,,12844,12844,,12844,12844,12844,12844,12844,,12844,12844,12844,12844,,12844,12844
KEI,PUT VOL,21807,7265,,,,,,,,,21807,21807,21807,21807,21807,,21807,21807,,21807,21807,21807,21807,21807,,21807,21807,21807,21807,,21807,21807
KEI,PUT OI,8827,8827,,,,,,,,,9845,9845,9845,9845,9845,,9845,9845,,9845,9845,9845,9845,9845,,9845,9845,9845,9845,,9845,9845
KFINTECH,PRICE,900.0,899.0,,,,,897.85,893.55,929.9,929.23,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
KFINTECH,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFINTECH,CASH VOL,622342,312327,120067,44.27,37.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFINTECH,F&O VOL,6512,3953,,,,,,,,,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512
KFINTECH,F&O OI,19810,19810,,,,,,,,,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702,19702
KFINTECH,CALL VOL,3299,2056,,,,,,,,,3299,3299,3299,3299,3299,,3299,3299,,3299,3299,3299,3299,3299,,3299,3299,3299,3299,,3299,3299
KFINTECH,CALL OI,5178,5178,,,,,,,,,5197,5197,5197,5197,5197,,5197,5197,,5197,5197,5197,5197,5197,,5197,5197,5197,5197,,5197,5197
KFINTECH,PUT VOL,1209,655,,,,,,,,,1209,1209,1209,1209,1209,,1209,1209,,1209,1209,1209,1209,1209,,1209,1209,1209,1209,,1209,1209
KFINTECH,PUT OI,2922,2922,,,,,,,,,2986,2986,2986,2986,2986,,2986,2986,,2986,2986,2986,2986,2986,,2986,2986,2986,2986,,2986,2986
KOTAKBANK,PRICE,419.0,416.55,,,,,417.54,414.62,423.98,422.92,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0
KOTAKBANK,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTAKBANK,CASH VOL,15197483,7755254,3375598,68.41,64.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTAKBANK,F&O VOL,72531,22333,,,,,,,,,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531,72531
KOTAKBANK,F&O OI,151933,151933,,,,,,,,,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943,149943
KOTAKBANK,CALL VOL,32243,10500,,,,,,,,,32243,32243,32243,32243,32243,,32243,32243,,32243,32243,32243,32243,32243,,32243,32243,32243,32243,,32243,32243
KOTAKBANK,CALL OI,29517,29517,,,,,,,,,29010,29010,29010,29010,29010,,29010,29010,,29010,29010,29010,29010,29010,,29010,29010,29010,29010,,29010,29010
KOTAKBANK,PUT VOL,23886,7672,,,,,,,,,23886,23886,23886,23886,23886,,23886,23886,,23886,23886,23886,23886,23886,,23886,23886,23886,23886,,23886,23886
KOTAKBANK,PUT OI,15761,15761,,,,,,,,,15488,15488,15488,15488,15488,,15488,15488,,15488,15488,15488,15488,15488,,15488,15488,15488,15488,,15488,15488
KPITTECH,PRICE,553.75,550.95,,,,,552.76,550.78,584.3,578.4,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0
KPITTECH,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPITTECH,CASH VOL,860098,1114138,238253,26.62,34.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPITTECH,F&O VOL,11718,6507,,,,,,,,,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718,11718
KPITTECH,F&O OI,29480,29480,,,,,,,,,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463,29463
KPITTECH,CALL VOL,6594,3329,,,,,,,,,6594,6594,6594,6594,6594,,6594,6594,,6594,6594,6594,6594,6594,6594,6594,6594,6594,6594,,6594,6594
KPITTECH,CALL OI,5333,5333,,,,,,,,,5541,5541,5541,5541,5541,,5541,5541,,5541,5541,5541,5541,5541,5541,5541,5541,5541,5541,,5541,5541
KPITTECH,PUT VOL,2622,1267,,,,,,,,,2622,2622,2622,2622,2622,,2622,2622,,2622,2622,2622,2622,2622,2622,2622,2622,2622,2622,,2622,2622
KPITTECH,PUT OI,3984,3984,,,,,,,,,3890,3890,3890,3890,3890,,3890,3890,,3890,3890,3890,3890,3890,3890,3890,3890,3890,3890,,3890,3890
LAURUSLABS,PRICE,1969.0,1945.0,,,,,1962.65,1949.95,1844.15,1841.38,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0
LAURUSLABS,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAURUSLABS,CASH VOL,2277375,1067622,673504,46.96,40.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAURUSLABS,F&O VOL,48399,20302,,,,,,,,,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399,48399
LAURUSLABS,F&O OI,45551,45551,,,,,,,,,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691,46691
LAURUSLABS,CALL VOL,27630,10788,,,,,,,,,27630,27630,27630,27630,27630,,27630,27630,27630,27630,27630,27630,27630,27630,,27630,27630,27630,27630,,27630,27630
LAURUSLABS,CALL OI,9679,9679,,,,,,,,,9069,9069,9069,9069,9069,,9069,9069,9069,9069,9069,9069,9069,9069,,9069,9069,9069,9069,,9069,9069
LAURUSLABS,PUT VOL,9420,4300,,,,,,,,,9420,9420,9420,9420,9420,,9420,9420,9420,9420,9420,9420,9420,9420,,9420,9420,9420,9420,,9420,9420
LAURUSLABS,PUT OI,4004,4004,,,,,,,,,4973,4973,4973,4973,4973,,4973,4973,4973,4973,4973,4973,4973,4973,,4973,4973,4973,4973,,4973,4973
LICHSGFIN,PRICE,562.9,552.3,,,,,561.66,559.17,558.81,552.33,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0
LICHSGFIN,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICHSGFIN,CASH VOL,11556446,2842584,2333910,42.53,51.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICHSGFIN,F&O VOL,82432,443,,,,,,,,,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432,82432
LICHSGFIN,F&O OI,51159,51159,,,,,,,,,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399,59399
LICHSGFIN,CALL VOL,31200,12,,,,,,,,,31200,31200,31200,31200,31200,,31200,31200,,31200,31200,31200,31200,31200,,31200,31200,31200,31200,,31200,31200
LICHSGFIN,CALL OI,5992,5992,,,,,,,,,6744,6744,6744,6744,6744,,6744,6744,,6744,6744,6744,6744,6744,,6744,6744,6744,6744,,6744,6744
LICHSGFIN,PUT VOL,13763,7,,,,,,,,,13763,13763,13763,13763,13763,,13763,13763,,13763,13763,13763,13763,13763,,13763,13763,13763,13763,,13763,13763
LICHSGFIN,PUT OI,4628,4628,,,,,,,,,5011,5011,5011,5011,5011,,5011,5011,,5011,5011,5011,5011,5011,,5011,5011,5011,5011,,5011,5011
LICI,PRICE,404.1,405.6,,,,,403.72,402.95,414.58,413.05,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0
LICI,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICI,CASH VOL,8144654,7670673,2717511,64.9,57.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICI,F&O VOL,20509,13215,,,,,,,,,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509,20509
LICI,F&O OI,61130,61130,,,,,,,,,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547,62547
LICI,CALL VOL,9705,5997,,,,,,,,,9705,9705,9705,9705,9705,,9705,9705,,9705,9705,9705,9705,9705,,9705,9705,9705,9705,,9705,9705
LICI,CALL OI,9060,9060,,,,,,,,,9970,9970,9970,9970,9970,,9970,9970,,9970,9970,9970,9970,9970,,9970,9970,9970,9970,,9970,9970
LICI,PUT VOL,4816,3835,,,,,,,,,4816,4816,4816,4816,4816,,4816,4816,,4816,4816,4816,4816,4816,,4816,4816,4816,4816,,4816,4816
LICI,PUT OI,9244,9244,,,,,,,,,8971,8971,8971,8971,8971,,8971,8971,,8971,8971,8971,8971,8971,,8971,8971,8971,8971,,8971,8971
LODHA,PRICE,1116.9,1163.4,,,,,1114.82,1110.65,1216.47,1205.4,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0
LODHA,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,CASH VOL,4191874,2078548,828228,38.99,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,F&O VOL,80630,28436,,,,,,,,,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630,80630
LODHA,F&O OI,32697,32697,,,,,,,,,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414,37414
LODHA,CALL VOL,27217,5655,,,,,,,,,27217,27217,27217,27217,27217,,27217,27217,,27217,27217,27217,27217,27217,,27217,27217,27217,27217,,27217,27217
LODHA,CALL OI,2303,2303,,,,,,,,,3820,3820,3820,3820,3820,,3820,3820,,3820,3820,3820,3820,3820,,3820,3820,3820,3820,,3820,3820
LODHA,PUT VOL,34455,13910,,,,,,,,,34455,34455,34455,34455,34455,,34455,34455,,34455,34455,34455,34455,34455,,34455,34455,34455,34455,,34455,34455
LODHA,PUT OI,7329,7329,,,,,,,,,6058,6058,6058,6058,6058,,6058,6058,,6058,6058,6058,6058,6058,,6058,6058,6058,6058,,6058,6058
LT,PRICE,3930.7,3955.0,,,,,3925.25,3914.35,3992.2,3973.47,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0
LT,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,CASH VOL,1195489,1376951,288282,50.54,49.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,F&O VOL,63000,46340,,,,,,,,,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000
LT,F&O OI,134635,134635,,,,,,,,,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353,133353
LT,CALL VOL,31639,25238,,,,,,,,,31639,31639,31639,31639,31639,,31639,31639,31639,31639,31639,31639,31639,31639,31639,31639,31639,31639,31639,,31639,31639
LT,CALL OI,34791,34791,,,,,,,,,35667,35667,35667,35667,35667,,35667,35667,35667,35667,35667,35667,35667,35667,35667,35667,35667,35667,35667,,35667,35667
LT,PUT VOL,19240,14714,,,,,,,,,19240,19240,19240,19240,19240,,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,19240,,19240,19240
LT,PUT OI,17308,17308,,,,,,,,,17444,17444,17444,17444,17444,,17444,17444,17444,17444,17444,17444,17444,17444,17444,17444,17444,17444,17444,,17444,17444
LTF,PRICE,309.1,311.3,,,,,308.44,307.12,313.2,311.6,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0
LTF,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTF,CASH VOL,3956142,4503846,536281,38.25,62.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTF,F&O VOL,15529,7865,,,,,,,,,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529,15529
LTF,F&O OI,37705,37705,,,,,,,,,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215,38215
LTF,CALL VOL,7763,3449,,,,,,,,,7763,7763,7763,7763,7763,,7763,7763,,7763,7763,7763,7763,7763,,7763,7763,7763,7763,,7763,7763
LTF,CALL OI,5612,5612,,,,,,,,,5865,5865,5865,5865,5865,,5865,5865,,5865,5865,5865,5865,5865,,5865,5865,5865,5865,,5865,5865
LTF,PUT VOL,3641,1940,,,,,,,,,3641,3641,3641,3641,3641,,3641,3641,,3641,3641,3641,3641,3641,,3641,3641,3641,3641,,3641,3641
